戛	gaat3(aat3,git3)
戚	cik1
戟	gik1
戡	ham1,zam3
戢	cap1(zap1)
截	zit6
戮	luk6
戰	zin3
戴	daai3
戲	hei3,fu1,fai1
戳	coek3(cok3,zoek3)
房	fong4,pong4
戾	leoi6(lai6,lit6)
所	so2
扁	bin2,pin1
扇	sin3
扈	wu6
扉	fei1
才	coi4
手	sau2
扎	zaat3(zaap3)
打	daa2,daa1,ding2
扔	jing4(wing1)
扒	paa4,baat3,paa1
扛	gong1(kong1)
扣	kau3
托	tok3
抗	kong3
抖	dau2
技	gei6
扶	fu4,pou4
抉	kyut3
扭	nau2(nau5)
把	baa2(baa3)
扼	ak1(aak1,ngak1)
找	zaau2
抒	syu1
抄	caau1
批	pai1
扯	ce2
抑	jik1
折	zit3,sit6,zip3
扳	paan1(baan2),baan1
扮	baan3(baan6),fan5
投	tau4
抓	zaau2(aau1,zaa1)
承	sing4,cing2
拉	laai1(laap6),laa1(laat6)
拌	bun6,pun3(pun1)
拄	zyu2
抿	man5(man4)
拂	fat1,bat6
抹	mut3(mut6),maat3
拒	keoi5
招	ziu1
拓	tok3,taap3,zek3
拔	bat6
拋	paau1
抨	ping1(paang1,ping4)
拆	caak3
拈	nim1(nim4),nin2
抽	cau1
押	aap3(aat3,ngaap3,ngaat3)
拐	gwaai2
拙	zyut3(zyut6)
拇	mou5
披	pei1
拍	paak3
抵	dai2,zi2
拚	pun3(pun1,pun2),faan1,ping1,fan3
抱	pou5,bou6,paau1
拘	keoi1
拖	to1
拗	aau3(ngaau3),aau2(ngaau2),juk6
抬	toi4
拜	baai3(baai1)
挖	waat3(waa1)
按	on3(ngon3)
拼	ping1(ping3)
挑	tiu1(tiu5),tou1
拭	sik1
持	ci4
拮	git3(gat1)
指	zi2
拱	gung2
拷	haau2(haau1)
拯	cing2
拽	jai6
拴	saan1(cyun4)
括	kut3,gwaat3
拾	sap6(sip3)
拿	naa4
挈	kit3(hit3)
拳	kyun4
挾	hip6(haap6,hip3),gaap3
振	zan3,zan1
捕	bou6
捂	wu2(ng6)
挪	no4
捎	saau1,siu1
捆	kwan2
捏	nip6
捉	zuk3(zuk1)
捐	gyun1
挺	ting5(ting2)
挽	waan5
挫	co3
挨	aai1(ngaai1,ngoi2,oi2),ngaai4
掠	loek6
控	hung3
捲	gyun2
掖	jik6(jat6)
探	taam3,taam1
接	zip3
捩	lit6(leoi6),lai6
捷	zit6(zit3)
捧	pung2(bung2,fung2)
掘	gwat6
措	cou3
捱	ngaai4
掩	jim2
掃	sou3(sou2)
掛	gwaa3(kwaa3)
捫	mun4(mun1)
掉	diu6(deu6),zaau6
排	paai4,bik1
捨	se2
推	teoi1
掄	leon4
授	sau6
掙	zang1(zaang1),zaang6
採	coi2
掬	guk1
掏	tou4(tou1)
掀	hin1(hin3)
捻	nin2,nip6,nim2(nim5),nim1,nan2
掌	zoeng2
掣	zai3(cit3)
揮	fai1
描	miu4
揀	gaan2
揉	jau4(jau6)
揆	kwai5(kwai4)
揍	zau3(cau3)
插	caap3
握	ak1(aak1,ngak1)
摒	bing3(bing2)
揩	haai1
揣	ceoi2(cyun2)
提	tai4,si4
揖	jap1,cap1
揭	kit3,gai6(hei3)
揚	joeng4
捶	ceoi4
援	wun4(jyun4,jyun6)
揪	zau1
換	wun6
搜	sau2(sau1)
搾	zaa3
搞	gaau2
搪	tong4
搓	co1
搭	daap3
搽	caa4
搏	bok3
搔	sou1
損	syun2
搬	bun1
搶	coeng2,coeng1(cong2),cong1
搖	jiu4
搗	dou2
摘	zaak6
摔	seot1(seoi1)
摑	gwaak3(gwok3)
摸	mo2(mok3,mok6),mou4
摺	zip3(zaap3)
摧	ceoi1(ceoi4)
摟	lau1,lau4,lau5
撇	pit3
摹	mou4
摩	mo1(mo4)
摯	zi3
撤	cit3
撞	zong6(cong4)
撈	lou4(laau1,laau4,lou1)
撰	zaan6(zaan3)
撥	but6(but3),put3
撓	naau4(naau5,naau6)
撕	si1,sai1
撩	liu4,liu1,liu6
撒	saat3
撐	caang1
撲	pok3,puk1
撮	cyut3
播	bo3
撫	fu2
撚	nin2(nan2,nin5)
撬	giu6(hiu3)
擅	sin6
擁	jung2,ung2
撻	taat3
擂	leoi4
擋	dong2,dong3
據	geoi3
擄	lou5
擇	zaak6
操	cou1,cou3
撼	ham6
擔	daam1,daam3
擒	kam4
撿	gim2
擊	gik1
擘	maak3,baai1
擎	king4
擠	zai1
擰	ning4(ling2),ning6(ling6),ning1
擦	caat3
擬	ji5(ji4)
擱	gok3
擴	kwok3(gwok3,kong3,kwong3)
擲	zaak6
擾	jiu5(jiu2)
攆	lin5
擻	sau2,sau3
擺	baai2
攀	paan1
攏	lung5(lung4)
攘	joeng4,joeng5(joeng6)
攔	laan4
攙	caam1
攝	sip3,nip6
攜	kwai4
攤	taan1
攣	lyun4(lyun1)
攫	fok3(gwok3)
攪	gaau2
攬	laam5(laam2)
支	zi1
收	sau1
改	goi2
攻	gung1
放	fong3,fong2
政	zing3
故	gu3
效	haau6
啟	kai2
敖	ngou6,ngou4
救	gau3
教	gaau3,gaau1
敝	bai6
敗	baai6
敏	man5
敘	zeoi6
敦	deon1,deoi1,deoi3(deoi6),tyun4,deon6,diu1
敢	gam2
散	saan3,saan2
敞	cong2
敬	ging3
敲	haau1
敵	dik6
敷	fu1
數	sou2,sou3,sok3,cuk1
整	zing2
斃	bai6
斂	lim5(lim6)
文	man4(man1),man6
斑	baan1
斐	fei2
斗	dau2,dau3
料	liu6(liu2)
斜	ce4,je4
斟	zam1
斡	waat3,gun2
斤	gan1(gan3)
斥	cik1
斧	fu2
斫	zoek3
斬	zaam2
斯	si1
新	san1
斷	dyun6(tyun5),dyun3
方	fong1
於	jyu1,wu1,jyu4
施	si1(si3),ji6
旁	pong4,bong6
旅	leoi5(leoi3)
族	zuk6
旋	syun4
旌	zing1(sing1)
旎	nei5
旗	kei4
旖	ji2
既	gei3
日	jat6(mik6)
旦	daan3,daan2
旨	zi2
早	zou2
旬	ceon4
旭	juk1
旱	hon5
旺	wong6
昔	sik1
昆	kwan1(gwan1)
昌	coeng1
易	jik6,ji6
昂	ngong4(ngong5)
明	ming4
昏	fan1
昇	sing1
春	ceon1
昭	ciu1(ziu1)
昧	mui6
是	si6
映	jing2,joeng2
星	sing1(seng1)
昨	zok6(zok3)
晏	aan3(ngaan3)
時	si4
晉	zeon3
晃	fong2
晌	hoeng2
晝	zau3
晤	ng6
晨	san4
晚	maan5
晦	fui3
普	pou2
晰	sik1(cik1)
晴	cing4(ceng4)
晶	zing1
景	ging2,jing2
暑	syu2
智	zi3
暗	am3(ngam3)
暉	fai1
暈	wan6,wan4,jan3
暇	haa6(haa4)
暖	nyun5,hyun1
暨	kei3(gei6)
暢	coeng3
暮	mou6
暫	zaam6
暴	bou6,buk6
曆	lik6
曉	hiu2
暹	cim3(cim1)
曙	cyu5(syu5,syu6)
曖	oi3(ngoi3,oi2)
曠	kwong3(kong3)
曝	buk6(bou6)
曦	hei1
曬	saai3
曰	jyut6(joek6)
曲	kuk1
曳	jai6(jai5)
更	gaang1,gang1,gang3
曷	hot3(hot6)
書	syu1
曹	cou4
勗	juk1
曾	cang4,zang1
替	tai3
會	wui6,kui2(kui3),wui5(wui3)
月	jyut6
有	jau5,jau6
服	fuk6
朋	pang4
朔	sok3
朕	zam6
朗	long5
望	mong6(mong4)
期	kei4,gei1
朝	ziu1,ciu4,zyu1
朦	mung4
朧	lung4
木	muk6
朮	seot6
本	bun2
未	mei6
末	mut6
札	zaat3
朽	jau2(nau2,nau5)
朴	pok3(piu4,po1)
朱	zyu1,syu4
朵	do2(doe2)
李	lei5
材	coi4
杆	gon1
村	cyun1
杜	dou6
杖	zoeng6
杞	gei2(hei2)
束	cuk1
杏	hang6
杉	caam3(saam1)
杭	hong4
枕	zam2,zam3
杰	git6
杷	paa4
枝	zi1,kei4
林	lam4
杯	bui1
板	baan2
枉	wong2
東	dung1
果	gwo2(gu2)
杳	miu5(jiu2)
枇	pei4
松	cung4,sung1
析	sik1(cik1)
杵	cyu2(cyu5)
柿	ci5(ci2)
染	jim5
柱	cyu5
柔	jau4
某	mau5
架	gaa3
枯	fu1
柩	gau6
柯	o1(ngo1)
柄	bing3(beng3)
柑	gam1,kim4
柬	gaan2
柵	caak3(zaap3),saan1
柺	gwaai2
柚	zuk6,jau6(jau2),jau4
查	caa4,zaa1
枸	geoi2,gau2,gau1
柏	baak3(paak3)
柳	lau5
檯	toi4
校	gaau3,haau6
核	hat6,wat6
案	on3(ngon3)
框	hong1(kwaang1)
桓	wun4
根	gan1
桂	gwai3
桔	gat1(git3),kit3
栩	heoi2
栗	leot6
桑	song1
栽	zoi1
桌	zoek3(coek3)
柴	caai4,zaai6
桐	tung4
桀	git6
格	gaak3
桃	tou4
株	zyu1
桅	wai4(ngai4)
栓	saan1
梳	so1
梁	loeng4
梯	tai1,tai2
梢	saau1
梓	zi2
梵	faan6(faan4)
桶	tung2
梧	ng4,ng6
梗	gang2(gwaang2)
械	haai6
桿	gon1(gon2,gon3)
梃	ting5
梭	so1
梆	bong1
梅	mui4
條	tiu4(tiu5)
梨	lei4
梟	hiu1
棄	hei3
棺	gun1,gun3
棕	zung1
椅	ji2,ji1
棟	dung3(dung6)
森	sam1
棧	zaan6(zaan2)
棒	paang5
棲	cai1(sai1)
棣	dai6
棋	kei4
植	zik6
棠	tong4
棘	gik1(kik1)
棗	zou2
棵	fo2(fo1,po1)
棹	zoek3,zaau6
棍	gwan3
椒	ziu1
椎	zeoi1,ceoi4
棉	min4
棚	paang4
榔	long4
楚	co2
楠	naam4
楔	sit3
極	gik6
椰	je4
概	koi3(goi3)
業	jip6
楷	kaai2,gaai1
楊	joeng4
楨	zing1
楫	zip3
楞	ling6,ling4
楓	fung1
楹	jing4
榆	jyu4
榜	bong2,pong3,pang4,bong3
榨	zaa3
榕	jung4
槁	gou2
榮	wing4
榷	gok3,kok3
槓	gong3,lung5
構	gau3(kau3)
榛	zeon1
榻	taap3
榴	lau4
槐	waai4
槍	coeng1,caang1
榭	ze6
槌	ceoi4
榦	gon3,hon4
樑	loeng4
樣	joeng6
樟	zoeng1
槨	gwok3
樁	zong1
樞	syu1
標	biu1
槽	cou4
樊	faan4(faan6)
模	mou4
樓	lau4
槳	zoeng2
樂	lok6,ngok6,ngaau6,lok3
樽	zeon1
橙	caang4(caang2),dang3
橫	waang6,waang4,gwong1
橘	gwat1(gat1)
樹	syu6
橄	gam2(gaam3)
橢	to5(to2)
樸	pok3,buk6(buk1)
樺	waa6(waa4)
橡	zoeng6
橋	kiu4
橇	hiu1(ceoi3,zyut3)
樵	ciu4
機	gei1
檀	taan4
檔	dong3,dong2
檄	hat6
檢	gim2
檜	kui2(kui3)
櫛	zit3
檳	ban1(bing1)
檸	ning4(ling4)
柜	geoi2,gwai6
櫃	gwai6
檻	haam5,laam6
櫂	zaau6
檬	mung4(mung1)
櫥	cyu4(ceoi4,cyu1)
櫝	duk6
櫚	leoi4(leoi3)
櫓	lou5
欄	laan4
櫻	jing1
權	kyun4
欖	laam5
欠	him3
次	ci3,ci1(zi1)
欣	jan1
欲	juk6
款	fun2
欺	hei1
欽	jam1
歇	hit3
歉	hip3(him3)
歌	go1
嘆	taan3(taan1)
歎	taan3
歐	au1(ngau1),au2(ngau2)
歟	jyu4
歡	fun1
止	zi2
正	zing3(zeng3),zing1
此	ci2
步	bou6,fau6
武	mou5
歧	kei4
歪	waai1(me2)
歲	seoi3
歷	lik6
歸	gwai1,kwai3,gwai6
歹	daai2(aat3),ngaat6
死	sei2(si2)
歿	mut6
殃	joeng1
殆	toi5(doi6)
殊	syu4
殉	seon1(seon6)
殘	caan4
殖	zik6
殤	soeng1
殮	lim6
殯	ban3
殲	cim1
段	dyun6
殷	jan1,jin1(aan1),jan2
殺	saat3,saai3
殼	hok3
毀	wai2
殿	din6
毅	ngai6
毆	au2(ngau2)
毋	mou4
母	mou5(mau4)
每	mui5
毒	duk6,duk1
毓	juk1(juk6)
比	bei2,bei6(bei3),pei4
毗	pei4(bei2)
毛	mou4,maau4
毫	hou4
毯	taan2(taam2)
毽	gin3(jin2)
氏	si6,zi1
民	man4
氐	dai1,dai2
氓	man4(maang4,mang4,mong4)
氖	naai5
氛	fan1
氟	fat1
氣	hei3
氧	joeng5
氨	on1(ngon1)
氦	hoi6
氤	jan1
氫	hing1
氮	daam6
氯	luk6
水	seoi2
永	wing5
汁	zap1
汀	ting1(ding1)
氾	faan3,faan4
汗	hon6,hon4
污	wu1,wu3,waa1
江	gong1
池	ci4,to4
汐	zik6
汕	saan3
汝	jyu5
求	kau4
汞	hung6(hung3)
沁	sam3
沈	cam4(zam3),sam2
沅	jyun4
沛	pui3
汪	wong1
決	kyut3,hyut3
沐	muk6
汰	taai3
沌	cyun5,deon6
沙	saa1
汨	mik6
沖	cung1
沒	mut6(mei6)
汽	hei3
沃	juk1
汲	kap1
汾	fan4
泣	jap1
注	zyu3
泳	wing6
沱	to4
泌	bei3,bat6(bai3),bat1
泥	nai4,nei6(nai6),nai5
河	ho4
沽	gu1,gu2,gu3
泄	sit3,jai6
洩	sit3,jai6
沼	ziu2
沫	mut6(mut3)
法	faat3(fat3)
泓	wang4
沸	fai3
泱	joeng1(ngong1,ong1)
沾	zim1(tip3)
油	jau4
況	fong3
沮	zeoi3,zeoi1(ceoi1),zeoi2(zeoi6)
泗	si3(sei3)
泅	cau4(jau4)
泊	bok6(baak3,paak3)
波	bo1
沿	jyun4
治	zi6,ci4
泡	paau3,pou5,paau1,paau4
泛	faan3,fung2(fung3)
泉	cyun4
洛	lok3(lok6)
洋	joeng4
洲	zau1
洪	hung4
津	zeon1
洱	ji5(nei2)
洞	dung6,tung4
洗	sai2,sin2
活	wut6,kut3
洽	hap6(ap1,haap6,hap1)
派	paai3
洶	hung1
泰	taai3
涌	jung2(jung5),cung1
流	lau4
浪	long6,long4
涕	tai3
涇	ging1
浦	pou2(pou4)
浸	zam3,cam1
浙	zit3
消	siu1
涓	gyun1
浬	lei5
涉	sip3
海	hoi2
浮	fau4
浚	zeon3(seon3)
浴	juk6
浩	hou6
涎	jin4
涼	loeng4,loeng6
淳	seon4
淙	cung4(cung6,zung1)
液	jik6(jat6)
淡	daam6(taam5),jim5,taam4
淤	jyu1(jyu2,jyu3)
淚	leoi6
深	sam1
淺	cin2,zin1
清	cing1(ceng1)
淇	kei4
淋	lam4
涯	ngaai4(ji4)
涮	saan3(syun3),hyun1
淞	sung1
淹	jim1
淅	sik1
淒	cai1
渚	zyu2
涵	haam4
添	tim1
淌	tong2
淑	suk6
涸	kok3(hok6)
混	wan6,wan4,gwan2
淵	jyun1
淫	jam4
淘	tou4
淪	leon4
淮	waai4
淨	zing6(zeng6)
淆	ngaau4
淄	zi1
游	jau4(jau6)
湔	zin1,zin3
渡	dou6
渲	syun3(hyun1,syun1)
渾	wan4,wan6,gwan2
港	gong2
湧	jung2(jung5),cung1
湊	cau3
渠	keoi4
渥	ak1(ngak1)
渣	zaa1
湛	zaam3,daam1,cam4
湘	soeng1
渤	but6
湖	wu4
湮	jan1(jin1)
溉	koi3(goi3)
渭	wai6
渦	wo1,gwo1
湯	tong1,soeng1,tong3,joeng4
渴	hot3,kit3
湍	teon1(cyun2,tyun1,zyun2)
渺	miu5
測	cak1(caak1)
減	gaam2
湃	paai3(baai3)
渝	jyu4
渙	wun6
溯	sou3
滓	zi2
溶	jung4
滂	pong1(pong4)
溢	jat6
源	jyun4
溝	kau1(gau1)
滇	tin4(din1)
滅	mit6
溥	pou2
溘	hap6(hap1)
溼	sap1
溺	nik6(nik1),niu6
滋	zi1
滑	waat6,gwat1
準	zeon2,zyut3
溜	lau6(lau4,liu1)
滄	cong1
滔	tou1
溪	kai1
漳	zoeng1
演	jin5(jin2)
滾	gwan2
漓	lei4
滴	dik1(dik6)
漩	syun4
漾	joeng6
滬	wu6
漬	zi3(zi6,zik1)
漏	lau6
漂	piu1,piu3
漢	hon3
滿	mun5,mun6
滯	zai6
漆	cat1
漱	sau3,sou3
漸	zim6,zim1,caam4
漲	zoeng3(zoeng2)
漣	lin4
漕	cou4
漠	mok6
漫	maan6(maan4)
滌	dik6
漪	ji1(ji2)
漁	jyu4
滲	sam3
漿	zoeng1
澈	cit3
潼	tung4
澄	cing4,dang6
潑	put3
潦	lou5,lou6,liu4(liu2,liu5)
潔	git3
澆	giu1(hiu1),ngou6(jiu6)
潭	taam4
潛	cim4
潸	saan1(saan2,sim2)
潮	ciu4
澎	paang4(paang1)
潺	saan4
潤	jeon6
澗	gaan3(gaan2)
潰	kui2
潘	pun1
濂	lim4
澱	din6
澡	zou2(cou3)
濃	nung4(jung4)
澤	zaak6
濁	zuk6
澧	lai5
澳	ou3(ngou3),juk1
激	gik1
澹	daam6(taam5),taam4
濘	ning6
濱	ban1
濟	zai3,zai2
濠	hou4
濤	tou4
濫	laam6,haam5
濯	zok6
澀	saap3(gip3,sap1,sik1)
濡	jyu4
濛	mung4
濬	zeon3(zeon6),seon3
瀉	se3(se2)
瀋	sam2
瀆	duk6,dau6
濾	leoi6
濺	zin3,zin1
瀑	buk6,bou6
瀏	lau4
瀛	jing4
瀨	laai6
瀚	hon6
瀝	lik6(lik1)
瀕	pan4,ban1
瀟	siu1
瀾	laan4,laan6
瀰	nei4(mei4,mei5)
灌	gun3
灑	saa2
灘	taan1
灣	waan1(waan4)
火	fo2
灰	fui1
灶	zou3
灼	zoek3(coek3)
災	zoi1
灸	gau3
炕	kong3(hong3)
炎	jim4
炒	caau2
炊	ceoi1(ceoi3)
炙	zek3(zik3)
炫	jyun6(jyun4)
為	wai4,wai6
炳	bing2
炬	geoi6
炯	gwing2
炭	taan3
炸	zaa3
炮	paau3,paau4,baau3(baau1)
烊	joeng4(joeng6)
烘	hung1(hong3,hung3,hung4)
烤	haau2(haau1)
烈	lit6
烙	lok3(lok6)
烏	wu1
烹	paang1
焊	hon6(hon2)
焉	jin4,jin1
烽	fung1
焙	bui6
焚	fan4,fan3
煮	zyu2
焦	ziu1
焰	jim6(jim4)
無	mou4,mo4
然	jin4
煎	zin1
煙	jin1
煩	faan4
煤	mui4
煉	lin6
照	ziu3
煜	juk1(jap6)
煬	joeng4,joeng6
煨	wui1
煦	heoi2(heoi3,jyu2,jyu3)
煌	wong4
煥	wun6
煞	saat3
熔	jung4
煽	sin3
熙	hei1
熊	hung4
熄	sik1
熟	suk6
熬	ngou4(ngaau4)
熱	jit6
熨	wat1,wan6(tong3)
熾	ci3
燉	dan6(deon6)
燐	leon4
燙	tong3
燒	siu1
燈	dang1
燕	jin3,jin1
熹	hei1
燎	liu4(liu5,liu6)
燜	mun6(man1)
燃	jin4
燄	jim6(jim4)
燧	seoi6
營	jing4
燮	sit3(sip3)
燦	caan3
燥	cou3
燭	zuk1
燬	wai2
燴	wui6
燻	fan1
爆	baau3(bok3,paau3)
爍	soek3(lik1),lok6
爐	lou4
爛	laan6
爨	cyun3
爪	zaau2
爬	paa4
爭	zang1(caang1,zaang1)
爰	wun4(jyun4)
爵	zoek3
父	fu6,fu2
爸	baa1
爹	de1
爺	je4
爻	ngaau4
爽	song2
爾	ji5
牆	coeng4
片	pin3,pin2
版	baan2
牌	paai4
牒	dip6
牖	jau5
牘	duk6
牙	ngaa4
牛	ngau4
牟	mau4,muk6
牝	pan5(fan5)
牢	lou4
牡	maau5(mau5)
牠	taa1(to1)
牧	muk6
物	mat6
牲	saang1(sang1)
牯	gu2
牴	dai2
特	dak6
牽	hin1
犁	lai4
犄	gei1(gei2)
犀	sai1
犒	hou3
犖	lok6(lok3)
犛	lei4(maau4,mou4)
犢	duk6
犧	hei1
犬	hyun2
犯	faan6
狄	dik6
狂	kwong4(kong4)
狀	zong6
狎	haap6
狙	zeoi1
狗	gau2
狐	wu4
狩	sau3,sau2
狡	gaau2
狠	han2
狼	long4
狹	haap6(gip6)
狽	bui3
貍	lei4,maai4
狸	lei4
狷	gyun3(gyun1)
猜	caai1
猛	maang5
猖	coeng1
猙	zang1(zaang1)
猶	jau4
猥	wai2(wui1,wui2)
猩	sing1
猴	hau4
猷	jau4
猿	jyun4
猾	waat6
獅	si1
獄	juk6
獐	zoeng1
獎	zoeng2
獗	kyut3
獨	duk6
獰	ning4
獲	wok6,waai4
獷	gwong2
獵	lip6
獸	sau3
獺	caat3(taat3)
獻	hin3
玀	lo4
玄	jyun4
率	seot1,leot6,seoi3
王	wong4,wong6
玉	juk6
玖	gau2
玟	man4
玩	wun6,waan4
玫	mui4
玷	dim3(dim2)
珊	saan1
玻	bo1
玲	ling4
珍	zan1
珀	paak3
玳	doi6
班	baan1
珮	pui3
珠	zyu1
琉	lau4
琅	long4
琊	je4(ngaa4)
球	kau4
理	lei5
現	jin6
琺	faat3(fat3)
琪	kei4
琳	lam4
琢	doek3
琨	kwan1(gwan1)
琶	paa4
琥	fu2
琴	kam4
琦	kei4
瑯	long4
瑁	mou6,mui6
琿	wan4,fai1
瑚	wu4
瑕	haa4
瑟	sat1
瑞	seoi6
瑛	jing1
瑙	nou5
瑜	jyu4
瑰	gwai1,gwai3
瑪	maa5
瑣	so2
瑤	jiu4
瑩	jing4
璋	zoeng1
璃	lei4
璜	wong4
璣	gei1
環	waan4
璦	oi3(ngoi3)
璧	bik1(bik3)
璽	saai2
瓊	king4
瓏	lung4
瓜	gwaa1
瓠	wu6,wok6,wu4
瓢	piu4
瓣	baan6(faan6)
瓦	ngaa5(ngaa6)
瓶	ping4(peng4)
瓷	ci4
甄	jan1(zan1)
甌	au1(ngau1)
甕	ung3(ngung3)
甘	gam1
甚	sam6(sap6)
甜	tim4
生	saang1(sang1)
產	caan2
甦	sou1
甥	saang1(sang1)
用	jung6
甩	lat1
甬	jung2(jung5)
甫	fu2,pou2,pou3
甭	bat1(bang2,bung2)
田	tin4
由	jau4
甲	gaap3
申	san1
男	naam4
甸	din6(din1),tin4
畏	wai3
界	gaai3
畔	bun6
畝	mau5
畜	cuk1
畚	bun2
留	lau4
畦	kwai4
異	ji6
略	loek6
畢	bat1
畫	waak6,waa6(waa2)
番	faan1,pun1,po4,bo1
畸	gei1(kei1)
當	dong1,dong3
疇	cau4
疆	goeng1
疊	dip6(daap6)
疋	pat1,so1,ngaa5
疏	so1,so3
疑	ji4
疝	saan3
疙	ngat6(gat1,gat6)
疚	gau3
疤	baa1
疫	jik6
疥	gaai3
疾	zat6(zaat6)
病	bing6(beng6)
症	zing3,zing1
疳	gam1
疽	zeoi1(ceoi1)
疲	pei4
疼	tang4(tung3,tung4)
疹	can2(zan2)
痔	zi6
痕	han4
疵	ci1(ci4)
痊	cyun4
痛	tung3
痣	zi3
痙	ging6
痘	dau6
痞	pei2(fau2,pei5),mau1
痢	lei6
瘀	jyu1(jyu2,jyu3)
痰	taam4
瘁	seoi6
痳	maa4,lam4
痱	fai6(fai2,fei2),fei4
痺	bei3,bei1
痿	wai2(wai1)
痴	ci1
癡	ci1
瘧	joek6
瘍	joeng4
瘋	fung1
瘉	jyu6
癒	jyu6
瘓	wun6
瘐	jyu5
瘟	wan1
瘩	daap3(daat6)
瘠	zik3(zek3,zik6)
瘤	lau4
瘡	cong1
瘴	zoeng3
瘸	ke4(koe4)
癆	lou4
癌	ngaam4
療	liu4(liu6)
癖	pik1
癘	lai6(laai3,laai6)
癢	joeng5
癥	zing1(zing3)
癩	laai3(laai6),laat6
癮	jan5(jan2)
癬	sin2
癱	taan1(taan2)
癲	din1
癸	gwai3
登	dang1
發	faat3(fat3),but3(but6)
白	baak6
百	baak3,mak6
皂	zou6
的	dik1
皇	wong4
皆	gaai1
皈	gwai1
皎	gaau2
皖	wun5(wun2)
皓	hou6(gou2)
皚	ngoi4(ji4,ngoi2)
皮	pei4
皰	paau3
皴	ceon1(seon1)
皺	zau3
皿	ming5
盂	jyu4
盈	jing4
盃	bui1
盆	pun4
益	jik1
盍	hap6
盎	ong3(ngong3,on1)
盔	kwai1
盛	sing6,sing4
盒	hap6(haap6)
盜	dou6
盞	zaan2
盟	mang4,maang6
盡	zeon6,zeon2
監	gaam1,gaam3
盤	pun4
盧	lou4,leoi4
盥	gun3(fun2,gun2)
盪	dong6,tong3
目	muk6
盯	deng1(ding1)
盲	maang4
直	zik6
盹	deon6(zeon3)
相	soeng1,soeng3
眉	mei4
省	saang2,sing2
看	hon3,hon1
盾	teon5(seon5)
盼	paan3
眩	jyun6(jyun4,waan6)
真	zan1
眠	min4
眨	zaap3(zaam2)
眷	gyun3
眼	ngaan5
眶	kwaang1(hong1)
眾	zung3,zung1
眸	mau4
眺	tiu3
睏	kwan3
睛	zing1
睫	zit6(zip3,zit3)
睦	muk6
睞	loi6
睹	dou2
督	duk1
睬	coi2
睜	zaang1(zang1)
睥	pai5(pai3,pei5)
睨	ngai6
睽	kwai1(kwai4)
瞄	miu4
睿	jeoi6
睾	gou1
睡	seoi6
瞎	hat6
瞇	mei1(mai4,mi1),mai5
瞑	ming4(ming5),min6
瞌	hap6(hap1)
瞞	mun4
瞟	piu5(piu2)
瞠	caang1(tong4)
瞥	pit3
瞳	tung4
瞪	cing4(caang4,dang1,dang6)
瞰	ham3(ham6)
瞭	liu5,liu4
瞬	seon3
瞧	ciu4
瞽	gu2
瞿	geoi3(geoi2,geoi6),keoi4
瞻	zim1
矇	mung4
矓	lung4
矗	cuk1
矚	zuk1
矛	maau4
矜	ging1(ging6),gwaan1,kan4(kam4)
矢	ci2,si2
矣	ji5
知	zi1,zi3
矩	geoi2
短	dyun2
矮	ai2(aai2,ngai2)
矯	giu2(kiu2)
石	sek6,daam3
矽	zik6
研	jin4(ngaan4),jin6
砌	cai3(cit3)
砂	saa1
砍	ham2
砰	ping1(paang1),ping4
砸	zaap3
砝	faat3(fat3)
砧	zam1
破	po3
砥	dai2(zi1,zi2)
砭	bin1(bin2)
砲	paau3
硃	zyu1
硫	lau4
硬	ngaang6
硝	siu1
硯	jin6
碎	seoi3
碰	pung3
碗	wun2
碘	din2
碌	luk1(luk6)
碉	diu1
硼	pang4,paang1
碑	bei1
碟	dip6
碧	bik1
碩	sek6
碳	taan3
磋	co1
磅	bong6,pong4
確	kok3
磁	ci4
磊	leoi5
碾	nin5(nin6,zin2)
磕	hap6(ham2,koi3)
碼	maa5
磐	pun4
磨	mo4,mo6
磚	zyun1
磬	hing3
磷	leon4,leon6,ling4
磺	wong4
磴	dang3
磯	gei1
礁	ziu1
礎	co2
礙	ngoi6
礦	kwong3(gwong3,kong3)
礪	lai6
礬	faan4(faan6)
礫	lik1(lik6)
示	si6,kei4
社	se5(se6)
祀	zi6
祁	kei4
祆	hin1
祉	zi2(ci2)
祈	kei4
祇	kei4,zi2
祕	bei3(bai3)
祠	ci4
祝	zuk1,zau3
祐	jau6
祖	zou2
神	san4,san1
祚	zou6
祗	zi1(zi2)
祟	seoi6
祥	coeng4
票	piu3,biu1,biu6
祭	zai3,zaai3
視	si6
祺	kei4
祿	luk6
禁	gam3,gam1(kam1)
禎	zing1
福	fuk1
禍	wo6(wo5)
禦	jyu6
禧	hei1(hei2)
禪	sim4(sin4),sin6
禮	lai5
禱	tou2(dou2)
禺	jyu4,jyu6
萬	maan6,maak6
禽	kam4
禾	wo4
私	si1
秀	sau3
禿	tuk1
秉	bing2
科	fo1
秒	miu5
秋	cau1
秤	cing3,ping4
秣	mut3(mut6)
秦	ceon4
秧	joeng1
租	zou1
秩	dit6
移	ji4
稅	seoi3,tyut3,teoi3
稍	saau2
稈	gon2
程	cing4
稀	hei1
稜	ling4,ling6
稟	ban2,lam5
稚	zi6
稠	cau4
稔	nam5,jam5,nim1
種	zung2,zung3
稱	cing1,cing3(can3)
稿	gou2
稼	gaa3
穀	guk1,gau3,huk6
稽	kai1,kai2
稷	zik1
稻	dou6
積	zik1
穎	wing6
